timestamp : 0, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 45200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 45200, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4989, bid_amt : 1, ask : 4993, ask_amt : -6,
timestamp : 45300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 22, ask : 10005, ask_amt : -22, 
timestamp : 45300, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 4, ask : 4995, ask_amt : -22,
timestamp : 45400, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 2, ask : 9998, ask_amt : -1, 
timestamp : 45400, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4988, bid_amt : 22, ask : 4993, ask_amt : -2,
timestamp : 45500, symbol : AMETHYSTS, alpha : 69, mid : 9998.0, bid : 9996, bid_amt : 1, ask : 10000, ask_amt : -3, 
timestamp : 45500, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4987, bid_amt : 25, ask : 4990, ask_amt : -3,
timestamp : 45600, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 26, ask : 10002, ask_amt : -5, 
timestamp : 45600, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 7, ask : 4994, ask_amt : -26,
timestamp : 45700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 45700, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 24, ask : 4993, ask_amt : -24,
timestamp : 45800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 45800, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 27, ask : 4992, ask_amt : -1,
timestamp : 45900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 45900, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 4, ask : 4993, ask_amt : -31,
timestamp : 46000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 46000, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 26, ask : 4993, ask_amt : -26,
timestamp : 46100, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 6, ask : 10004, ask_amt : -2, 
timestamp : 46100, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 25, ask : 4992, ask_amt : -2,
timestamp : 46200, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 2, ask : 10004, ask_amt : -1, 
timestamp : 46200, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 28, ask : 4993, ask_amt : -28,
timestamp : 46300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 46300, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 29, ask : 4993, ask_amt : -29,
timestamp : 46400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 22, ask : 10005, ask_amt : -22, 
timestamp : 46400, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 22, ask : 4993, ask_amt : -22,
timestamp : 46500, symbol : AMETHYSTS, alpha : 69, mid : 10002.0, bid : 10000, bid_amt : 6, ask : 10004, ask_amt : -1, 
timestamp : 46500, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4989, bid_amt : 6, ask : 4993, ask_amt : -31,
timestamp : 46600, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 10, ask : 10004, ask_amt : -1, 
timestamp : 46600, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 3, ask : 4993, ask_amt : -28,
timestamp : 46700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 26, ask : 10005, ask_amt : -26, 
timestamp : 46700, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 26, ask : 4993, ask_amt : -26,
timestamp : 46800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 46800, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 1, ask : 4993, ask_amt : -22,
timestamp : 46900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 46900, symbol : STARFRUIT, alpha : 69, mid : 4992.5, bid : 4992, bid_amt : 1, ask : 4993, ask_amt : -32,
timestamp : 47000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 47000, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 21, ask : 4992, ask_amt : -1,
timestamp : 47100, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 2, ask : 9998, ask_amt : -1, 
timestamp : 47100, symbol : STARFRUIT, alpha : 69, mid : 4987.0, bid : 4986, bid_amt : 26, ask : 4988, ask_amt : -4,
timestamp : 47200, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 47200, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 2, ask : 4993, ask_amt : -30,
timestamp : 47300, symbol : AMETHYSTS, alpha : 69, mid : 10003.5, bid : 10002, bid_amt : 1, ask : 10005, ask_amt : -25, 
timestamp : 47300, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4987, bid_amt : 25, ask : 4992, ask_amt : -1,
timestamp : 47400, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 24, ask : 10002, ask_amt : -9, 
timestamp : 47400, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 1, ask : 4994, ask_amt : -24,
timestamp : 47500, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 30, ask : 10002, ask_amt : -1, 
timestamp : 47500, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4988, bid_amt : 30, ask : 4993, ask_amt : -6,
timestamp : 47600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 47600, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 1, ask : 4994, ask_amt : -28,
timestamp : 47700, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 1, ask : 10002, ask_amt : -8, 
timestamp : 47700, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 1, ask : 4994, ask_amt : -23,
timestamp : 47800, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 1, ask : 10002, ask_amt : -8, 
timestamp : 47800, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4988, bid_amt : 23, ask : 4995, ask_amt : -23,
timestamp : 47900, symbol : AMETHYSTS, alpha : 69, mid : 10003.5, bid : 10002, bid_amt : 1, ask : 10005, ask_amt : -27, 
timestamp : 47900, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4987, bid_amt : 27, ask : 4994, ask_amt : -27,
timestamp : 48000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 27, ask : 10005, ask_amt : -27, 
timestamp : 48000, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4987, bid_amt : 27, ask : 4994, ask_amt : -27,
timestamp : 48100, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 21, ask : 10002, ask_amt : -9, 
timestamp : 48100, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4989, bid_amt : 1, ask : 4994, ask_amt : -21,
timestamp : 48200, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 5, ask : 10005, ask_amt : -25, 
timestamp : 48200, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4988, bid_amt : 25, ask : 4995, ask_amt : -25,
timestamp : 48300, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 1, ask : 9998, ask_amt : -1, 
timestamp : 48300, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4988, bid_amt : 29, ask : 4991, ask_amt : -5,
timestamp : 48400, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 27, ask : 10002, ask_amt : -7, 
timestamp : 48400, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 1, ask : 4995, ask_amt : -27,
timestamp : 48500, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 29, ask : 9998, ask_amt : -1, 
timestamp : 48500, symbol : STARFRUIT, alpha : 69, mid : 4993.0, bid : 4990, bid_amt : 1, ask : 4996, ask_amt : -29,
timestamp : 48600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 48600, symbol : STARFRUIT, alpha : 69, mid : 4992.5, bid : 4990, bid_amt : 1, ask : 4995, ask_amt : -1,
timestamp : 48700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 48700, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 1, ask : 4995, ask_amt : -23,
timestamp : 48800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 48800, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 5, ask : 4995, ask_amt : -24,
timestamp : 48900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 27, ask : 10005, ask_amt : -27, 
timestamp : 48900, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 7, ask : 4995, ask_amt : -27,
timestamp : 49000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 49000, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4989, bid_amt : 7, ask : 4994, ask_amt : -2,
timestamp : 49100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 49100, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4989, bid_amt : 8, ask : 4995, ask_amt : -32,
timestamp : 49200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 49200, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 21, ask : 4994, ask_amt : -1,
timestamp : 49300, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 9, ask : 10004, ask_amt : -1, 
timestamp : 49300, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4987, bid_amt : 22, ask : 4988, ask_amt : -1,
timestamp : 49400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 20, ask : 10005, ask_amt : -20, 
timestamp : 49400, symbol : STARFRUIT, alpha : 69, mid : 4993.0, bid : 4992, bid_amt : 14, ask : 4994, ask_amt : -20,
timestamp : 49500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 49500, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4988, bid_amt : 8, ask : 4994, ask_amt : -32,
timestamp : 49600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 49600, symbol : STARFRUIT, alpha : 69, mid : 4993.0, bid : 4992, bid_amt : 1, ask : 4994, ask_amt : -24,
timestamp : 49700, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 7, ask : 10004, ask_amt : -2, 
timestamp : 49700, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 28, ask : 4993, ask_amt : -2,
timestamp : 49800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 49800, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4987, bid_amt : 25, ask : 4988, ask_amt : -5,
timestamp : 49900, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 3, ask : 10005, ask_amt : -23, 
timestamp : 49900, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 23, ask : 4993, ask_amt : -23,
timestamp : 50000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 50000, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 1, ask : 4992, ask_amt : -21,
timestamp : 50100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 50100, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4986, bid_amt : 24, ask : 4991, ask_amt : -2,
timestamp : 50200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 50200, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 24, ask : 4992, ask_amt : -24,
timestamp : 50300, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 30, ask : 10002, ask_amt : -10, 
timestamp : 50300, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 30, ask : 4992, ask_amt : -30,
timestamp : 50400, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9998, bid_amt : 4, ask : 10000, ask_amt : -2, 
timestamp : 50400, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4985, bid_amt : 23, ask : 4988, ask_amt : -2,
timestamp : 50500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 50500, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 2, ask : 4992, ask_amt : -25,
timestamp : 50600, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 50600, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4985, bid_amt : 23, ask : 4986, ask_amt : -8,
timestamp : 50700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 50700, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 2, ask : 4992, ask_amt : -24,
timestamp : 50800, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 5, ask : 10004, ask_amt : -2, 
timestamp : 50800, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4991, bid_amt : 1, ask : 4993, ask_amt : -24,
timestamp : 50900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 50900, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4986, bid_amt : 28, ask : 4991, ask_amt : -4,
timestamp : 51000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 51000, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 28, ask : 4993, ask_amt : -28,
timestamp : 51100, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 6, ask : 10004, ask_amt : -1, 
timestamp : 51100, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 26, ask : 4992, ask_amt : -1,
timestamp : 51200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 51200, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 2, ask : 4992, ask_amt : -30,
timestamp : 51300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 51300, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 25, ask : 4992, ask_amt : -25,
timestamp : 51400, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 30, ask : 10002, ask_amt : -3, 
timestamp : 51400, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 30, ask : 4992, ask_amt : -30,
timestamp : 51500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 30, ask : 10005, ask_amt : -30, 
timestamp : 51500, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4991, bid_amt : 1, ask : 4992, ask_amt : -30,
timestamp : 51600, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 10000, bid_amt : 5, ask : 10002, ask_amt : -1, 
timestamp : 51600, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4988, bid_amt : 5, ask : 4992, ask_amt : -24,
timestamp : 51700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 20, ask : 10005, ask_amt : -20, 
timestamp : 51700, symbol : STARFRUIT, alpha : 69, mid : 4985.0, bid : 4984, bid_amt : 20, ask : 4986, ask_amt : -4,
timestamp : 51800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 51800, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 25, ask : 4992, ask_amt : -25,
timestamp : 51900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 51900, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4990, bid_amt : 4, ask : 4992, ask_amt : -24,
timestamp : 52000, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 3, ask : 10005, ask_amt : -29, 
timestamp : 52000, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 29, ask : 4990, ask_amt : -6,
timestamp : 52100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 21, ask : 10005, ask_amt : -21, 
timestamp : 52100, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 21, ask : 4992, ask_amt : -21,
timestamp : 52200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 52200, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4985, bid_amt : 31, ask : 4991, ask_amt : -2,
timestamp : 52300, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 52300, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4990, bid_amt : 1, ask : 4991, ask_amt : -1,
timestamp : 52400, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 3, ask : 10004, ask_amt : -1, 
timestamp : 52400, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4985, bid_amt : 30, ask : 4991, ask_amt : -1,
timestamp : 52500, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 1, ask : 9998, ask_amt : -1, 
timestamp : 52500, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4990, bid_amt : 1, ask : 4991, ask_amt : -28,
timestamp : 52600, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9998, bid_amt : 1, ask : 10000, ask_amt : -4, 
timestamp : 52600, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4985, bid_amt : 23, ask : 4988, ask_amt : -4,
timestamp : 52700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 52700, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 26, ask : 4992, ask_amt : -27,
timestamp : 52800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 26, ask : 10005, ask_amt : -26, 
timestamp : 52800, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 26, ask : 4992, ask_amt : -26,
timestamp : 52900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 30, ask : 10005, ask_amt : -30, 
timestamp : 52900, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 30, ask : 4991, ask_amt : -30,
timestamp : 53000, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 53000, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 21, ask : 4991, ask_amt : -21,
timestamp : 53100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 53100, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 24, ask : 4991, ask_amt : -24,
timestamp : 53200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 53200, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4990, bid_amt : 1, ask : 4991, ask_amt : -31,
timestamp : 53300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 29, ask : 10005, ask_amt : -29, 
timestamp : 53300, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 29, ask : 4991, ask_amt : -29,
timestamp : 53400, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 6, ask : 10004, ask_amt : -2, 
timestamp : 53400, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 25, ask : 4991, ask_amt : -25,
timestamp : 53500, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 2, ask : 10002, ask_amt : -1, 
timestamp : 53500, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 23, ask : 4991, ask_amt : -23,
timestamp : 53600, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 24, ask : 9998, ask_amt : -9, 
timestamp : 53600, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 24, ask : 4992, ask_amt : -24,
timestamp : 53700, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 1, ask : 10005, ask_amt : -30, 
timestamp : 53700, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 30, ask : 4992, ask_amt : -30,
timestamp : 53800, symbol : AMETHYSTS, alpha : 69, mid : 10003.5, bid : 10002, bid_amt : 3, ask : 10005, ask_amt : -30, 
timestamp : 53800, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 30, ask : 4992, ask_amt : -30,
timestamp : 53900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 53900, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 2, ask : 4992, ask_amt : -27,
timestamp : 54000, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 6, ask : 10004, ask_amt : -1, 
timestamp : 54000, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4986, bid_amt : 31, ask : 4991, ask_amt : -1,
timestamp : 54100, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 54100, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4986, bid_amt : 24, ask : 4991, ask_amt : -2,
timestamp : 54200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 28, ask : 10005, ask_amt : -28, 
timestamp : 54200, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 28, ask : 4993, ask_amt : -28,
timestamp : 54300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 54300, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4991, bid_amt : 1, ask : 4992, ask_amt : -2,
timestamp : 54400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 29, ask : 10005, ask_amt : -29, 
timestamp : 54400, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 29, ask : 4993, ask_amt : -29,
timestamp : 54500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 54500, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 1, ask : 4992, ask_amt : -21,
timestamp : 54600, symbol : AMETHYSTS, alpha : 69, mid : 10003.5, bid : 10002, bid_amt : 3, ask : 10005, ask_amt : -27, 
timestamp : 54600, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 27, ask : 4992, ask_amt : -27,
timestamp : 54700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 54700, symbol : STARFRUIT, alpha : 69, mid : 4985.0, bid : 4984, bid_amt : 29, ask : 4986, ask_amt : -4,
timestamp : 54800, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 8, ask : 10005, ask_amt : -27, 
timestamp : 54800, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4984, bid_amt : 27, ask : 4989, ask_amt : -1,
timestamp : 54900, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 1, ask : 10002, ask_amt : -3, 
timestamp : 54900, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 29, ask : 4991, ask_amt : -29,
