timestamp,symbol,alpha,mid,bid,bid_amt,ask,ask_amt,ret_5,ret_10,ret_20,ret_100,ret_200
136700,AMETHYSTS,69,10000.0,9995,24,10005,-24,0.0,-0.0003,0.0001,0.0001,0.00015
136800,AMETHYSTS,69,10003.0,10002,1,10004,-2,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244,-0.00019994001799460162
136900,AMETHYSTS,69,10000.0,9995,23,10005,-23,-0.0001,0.0,0.0,0.0,0.0
137000,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0003,0.0,0.0,-0.0001,0.0
137100,AMETHYSTS,69,9998.5,9995,24,10002,-3,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,-0.00015002250337550632
137200,AMETHYSTS,69,10000.0,9995,23,10005,-23,-0.0003,-0.0003,0.0001,0.0,-0.00015
137300,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0001,-0.00025
137400,AMETHYSTS,69,9999.0,9996,2,10002,-6,0.00010001000100010001,-0.00020002000200020003,0.00040004000400040005,0.00010001000100010001,0.00040004000400040005
137500,AMETHYSTS,69,9997.0,9996,1,9998,-1,0.00030009002700810244,0.00020006001800540162,0.00020006001800540162,0.00030009002700810244,0.00030009002700810244
137600,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0001,-0.00035,0.0,0.0
137700,AMETHYSTS,69,9997.0,9996,1,9998,-8,0.0,0.00040012003601080324,0.00020006001800540162,0.0006501950585175553,0.00020006001800540162
137800,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0001,0.0001,-0.0001,-0.0001
137900,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0003,0.0,0.0,0.0,-0.00015
138000,AMETHYSTS,69,10000.0,9995,30,10005,-30,-0.0001,0.0,0.0,-0.0001,0.0
138100,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.0001,0.0,0.0,0.0,0.0
138200,AMETHYSTS,69,9997.0,9996,2,9998,-1,0.00040012003601080324,0.00040012003601080324,0.00030009002700810244,0.00040012003601080324,0.0006001800540162049
138300,AMETHYSTS,69,10000.0,9995,30,10005,-30,-0.0001,0.0,0.0003,0.0,-0.0003
138400,AMETHYSTS,69,9997.0,9996,2,9998,-1,0.00030009002700810244,0.0006001800540162049,0.00030009002700810244,0.00030009002700810244,0.0
138500,AMETHYSTS,69,9999.0,9996,2,10002,-3,0.00010001000100010001,0.0,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
138600,AMETHYSTS,69,9999.0,9998,4,10000,-2,0.00010001000100010001,-0.00025002500250025,-0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
138700,AMETHYSTS,69,10001.0,9998,6,10004,-2,0.0,-0.00019998000199980003,-9.999000099990002e-05,4.999500049995001e-05,-9.999000099990002e-05
138800,AMETHYSTS,69,9999.0,9996,2,10002,-1,0.00010001000100010001,0.00020002000200020003,0.00025002500250025,-5.000500050005001e-05,0.00010001000100010001
138900,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0003,0.0,0.0,0.0,0.0
139000,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0001,0.0,0.0001,0.0003,-0.0001
139100,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.00035,0.0,0.0,0.0002,0.0
139200,AMETHYSTS,69,10001.0,9998,3,10004,-2,-0.00019998000199980003,-9.999000099990002e-05,-0.00024997500249975,0.00019998000199980003,-0.00024997500249975
139300,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0001,0.0003,0.0,0.0,0.0
139400,AMETHYSTS,69,10003.0,10002,5,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244,-9.997000899730081e-05
139500,AMETHYSTS,69,9999.0,9996,1,10002,-2,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
139600,AMETHYSTS,69,9996.5,9995,25,9998,-1,0.0003501225428900115,0.0001500525183814335,0.0002500875306357225,0.000200070024508578,0.0004501575551443005
139700,AMETHYSTS,69,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00040004000400040005,-0.00020002000200020003
139800,AMETHYSTS,69,10001.0,9998,3,10004,-1,0.00019998000199980003,4.999500049995001e-05,-9.999000099990002e-05,0.00019998000199980003,-0.00024997500249975
139900,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,-0.0001
140000,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0001,0.00015,0.0,0.0
140100,AMETHYSTS,69,10000.0,9995,27,10005,-27,-0.0002,0.0,0.0,0.0001,0.0
140200,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.00015,0.0,-0.0003,0.0001
140300,AMETHYSTS,69,10003.0,10002,1,10004,-2,-0.00014995501349595122,-0.00029991002699190244,-0.00029991002699190244,-0.00019994001799460162,-0.0005998200539838049
140400,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0,-0.0001,0.0003,-0.0003,-0.00035
140500,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0001,0.0,0.0,0.00035,0.0001
140600,AMETHYSTS,69,9998.0,9996,2,10000,-3,0.00020004000800160032,0.00010002000400080016,0.00020004000800160032,0.00020004000800160032,0.0005001000200040008
140700,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.00015,0.0,0.0003,0.0,0.0
140800,AMETHYSTS,69,10001.5,9998,7,10005,-26,-0.00014997750337449384,-0.00014997750337449384,-4.999250112483127e-05,-0.0004999250112483127,0.00014997750337449384
140900,AMETHYSTS,69,10000.0,9995,28,10005,-28,-0.0001,0.0,-0.00035,0.0,0.0002
141000,AMETHYSTS,69,10001.0,9998,3,10004,-2,-9.999000099990002e-05,4.999500049995001e-05,-0.00019998000199980003,-9.999000099990002e-05,-0.00024997500249975
141100,AMETHYSTS,69,10000.0,9995,28,10005,-28,-0.0001,0.0,0.0,0.0,-0.00015
141200,AMETHYSTS,69,9998.5,9995,24,10002,-1,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
141300,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,0.0,0.0,0.0,0.0
141400,AMETHYSTS,69,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00040004000400040005,0.0,0.00010001000100010001,0.00020002000200020003
141500,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.00015,0.0,0.0,-0.0001,0.0
141600,AMETHYSTS,69,9999.0,9996,2,10002,-5,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00045004500450045,-0.00020002000200020003
141700,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,0.0003,0.0,0.0,0.0
141800,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0001,-0.0001,0.0001,0.0
141900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0003,-0.00035,0.0003,0.0,0.0001
142000,AMETHYSTS,69,10001.5,9998,5,10005,-26,-0.00014997750337449384,-0.00024996250562415637,0.0,-0.0004999250112483127,0.0
142100,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,0.0001
142200,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0003,0.0,-0.0001,-0.00015,-0.00015
142300,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0001,0.0,0.00015,0.0,0.0
142400,AMETHYSTS,69,10003.0,10002,3,10004,-2,-0.0006498050584824553,-0.00039988003598920324,-0.00029991002699190244,-0.00029991002699190244,-0.000499850044986504
142500,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0001,0.0,0.0,-0.0001,0.0001
142600,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0003,0.0,-0.00025
142700,AMETHYSTS,69,10003.0,10002,5,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244
142800,AMETHYSTS,69,10001.0,9998,1,10004,-2,-9.999000099990002e-05,-0.00019998000199980003,-0.00024997500249975,4.999500049995001e-05,0.0
142900,AMETHYSTS,69,9996.5,9995,27,9998,-1,0.0002500875306357225,0.0006502275796528785,0.0004501575551443005,0.0005501925673985895,0.0003501225428900115
143000,AMETHYSTS,69,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00025002500250025,0.00025002500250025,-5.000500050005001e-05,0.00010001000100010001
143100,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,-0.0003
143200,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.0001,0.0,0.0001,-0.00035
143300,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0001,0.00015,-0.0003,0.0,0.0
143400,AMETHYSTS,69,9999.0,9996,2,10002,-4,0.00040004000400040005,0.00010001000100010001,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001
143500,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,0.0,0.0003,-0.00035,0.0003
143600,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,0.0003,-0.0003,0.0001,0.0
143700,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0001,0.0,0.0001,0.0,0.0
143800,AMETHYSTS,69,9999.0,9996,2,10002,-9,0.00025002500250025,-5.000500050005001e-05,0.00025002500250025,0.00010001000100010001,-0.00020002000200020003
143900,AMETHYSTS,69,10003.0,10002,1,10004,-1,-0.00029991002699190244,-0.00019994001799460162,-0.00014995501349595122,-0.00029991002699190244,-0.00029991002699190244
144000,AMETHYSTS,69,10001.5,9998,6,10005,-22,-0.00014997750337449384,0.0,-0.00014997750337449384,-0.00014997750337449384,-0.0004499325101234815
144100,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0003,0.0,0.0,0.0,-0.0001
144200,AMETHYSTS,69,9999.0,9996,1,10002,-5,0.00010001000100010001,0.00010001000100010001,0.00020002000200020003,0.00020002000200020003,0.00010001000100010001
144300,AMETHYSTS,69,10001.5,9998,6,10005,-28,-0.0002999550067489877,-0.0004499325101234815,-4.999250112483127e-05,-0.00014997750337449384,-4.999250112483127e-05
144400,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0001,0.0001,0.0,0.0,0.0001
144500,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,0.0003,0.0,-0.00015,0.0
144600,AMETHYSTS,69,10003.0,10002,2,10004,-1,-0.00029991002699190244,-0.0005998200539838049,-4.9985004498650404e-05,-0.00029991002699190244,-0.0005998200539838049
144700,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0001,0.0001,0.0,0.0001
144800,AMETHYSTS,69,9998.5,9995,24,10002,-7,-0.00015002250337550632,0.00030004500675101265,0.00015002250337550632,0.000450067510126519,0.00015002250337550632
144900,AMETHYSTS,69,10001.0,9998,8,10004,-2,0.0,4.999500049995001e-05,-9.999000099990002e-05,-0.00044995500449955,-0.00029997000299970003
145000,AMETHYSTS,69,10001.5,9998,9,10005,-25,0.00014997750337449384,-0.00014997750337449384,-0.00024996250562415637,-0.00014997750337449384,-0.00024996250562415637
145100,AMETHYSTS,69,10000.0,9995,26,10005,-26,-0.0003,0.0,0.0,0.0,0.00015
145200,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0001,0.0001,0.0,0.00035,-0.00025
145300,AMETHYSTS,69,9997.0,9996,2,9998,-3,0.00045013504051215364,0.00040012003601080324,0.00040012003601080324,0.00045013504051215364,0.00030009002700810244
145400,AMETHYSTS,69,10001.0,9998,6,10004,-2,4.999500049995001e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
145500,AMETHYSTS,69,10003.0,10002,1,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.0005998200539838049,-9.997000899730081e-05
145600,AMETHYSTS,69,9997.0,9996,2,9998,-8,0.00030009002700810244,0.0005501650495148545,0.00030009002700810244,0.00030009002700810244,0.0
145700,AMETHYSTS,69,10001.0,9998,5,10004,-2,0.0,0.0,0.00024997500249975,-9.999000099990002e-05,-0.00019998000199980003
145800,AMETHYSTS,69,10001.5,9998,6,10005,-27,-4.999250112483127e-05,-0.00014997750337449384,-0.00024996250562415637,-0.00024996250562415637,-0.0002999550067489877
145900,AMETHYSTS,69,10001.5,9998,6,10005,-24,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.0004999250112483127
146000,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0001,-0.0001,0.0001,0.0
146100,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.00025,0.0,0.0,0.0001,-0.00015
146200,AMETHYSTS,69,10001.0,9998,9,10004,-2,0.0,-9.999000099990002e-05,0.0,-9.999000099990002e-05,-0.00039996000399960006
146300,AMETHYSTS,69,10001.0,9998,1,10004,-2,-9.999000099990002e-05,0.0,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
146400,AMETHYSTS,69,10000.0,9995,28,10005,-28,0.0,0.0,0.0,0.00035,0.0
146500,AMETHYSTS,69,10000.0,9995,30,10005,-30,-0.0001,0.0,0.0,-0.0001,0.0
146600,AMETHYSTS,69,10002.5,10000,4,10005,-24,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475
146700,AMETHYSTS,69,10001.0,9998,8,10004,-2,-9.999000099990002e-05,0.00024997500249975,4.999500049995001e-05,4.999500049995001e-05,-9.999000099990002e-05
146800,AMETHYSTS,69,10000.0,9995,26,10005,-26,0.0001,-0.0001,-0.00015,0.0001,0.0
146900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0,0.0
147000,AMETHYSTS,69,9999.0,9996,1,10002,-10,0.00010001000100010001,0.0,0.00040004000400040005,0.00010001000100010001,0.00010001000100010001
147100,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0002,-0.0003,-0.0001
147200,AMETHYSTS,69,10000.0,9995,21,10005,-21,0.00035,0.0001,0.0003,-0.00015,-0.0001
147300,AMETHYSTS,69,10001.0,10000,3,10002,-7,-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-0.00034996500349965005,-0.00024997500249975
147400,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0003,-0.0001
147500,AMETHYSTS,69,10000.0,9995,20,10005,-20,-0.0001,0.0,0.0,0.0,0.0
147600,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,-0.00015,0.0,0.0
147700,AMETHYSTS,69,10003.5,10002,1,10005,-27,-0.000249912530614285,-0.000199930024491428,-4.9982506122857e-05,-0.000449842555105713,-0.000649772579597141
147800,AMETHYSTS,69,9999.0,9996,2,10002,-1,0.00010001000100010001,-5.000500050005001e-05,0.00040004000400040005,0.0,-0.00025002500250025
147900,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,-0.00015,-0.0003
148000,AMETHYSTS,69,9999.0,9996,2,10002,-9,0.00010001000100010001,0.00040004000400040005,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
148100,AMETHYSTS,69,10000.0,9995,30,10005,-30,0.0,0.0002,0.0001,0.0,-0.0003
148200,AMETHYSTS,69,10001.0,9998,5,10004,-1,4.999500049995001e-05,0.00019998000199980003,-0.00039996000399960006,0.00019998000199980003,-9.999000099990002e-05
148300,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.00015,0.0,0.0001,-0.0003,-0.0001
148400,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,-0.0003,-0.0003,-0.0001
148500,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0003,0.0,0.00035,0.0,0.0003
148600,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0002,-0.00015,0.0,0.0,0.0001
148700,AMETHYSTS,69,10001.5,9998,4,10005,-26,0.00014997750337449384,0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
148800,AMETHYSTS,69,9998.5,9995,26,10002,-1,0.00015002250337550632,0.000450067510126519,-0.0002000300045006751,0.00015002250337550632,0.00015002250337550632
148900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0,0.0
149000,AMETHYSTS,69,10003.0,10002,5,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244
149100,AMETHYSTS,69,10002.0,10000,2,10004,-1,-0.00034993001399720057,-9.998000399920016e-05,-0.0001999600079984003,-0.0001999600079984003,-0.0001999600079984003
149200,AMETHYSTS,69,10003.0,10002,1,10004,-2,0.0,-0.0005998200539838049,-0.00029991002699190244,-0.00044986504048785366,-0.00029991002699190244
149300,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0003,0.0001,0.0,0.0,0.0
149400,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0003,0.0,0.0002,0.0
149500,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.00035,-0.0001,0.0,0.0
149600,AMETHYSTS,69,9998.5,9995,30,10002,-2,0.00025003750562584387,0.00015002250337550632,0.0005000750112516877,0.00025003750562584387,0.00015002250337550632
149700,AMETHYSTS,69,10003.0,10002,6,10004,-1,-0.0005998200539838049,-0.00029991002699190244,-0.00029991002699190244,-0.0005998200539838049,-0.00019994001799460162
149800,AMETHYSTS,69,10003.0,10002,5,10004,-1,-0.00019994001799460162,-0.0006498050584824553,-0.00019994001799460162,-0.00044986504048785366,-0.00029991002699190244
149900,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.0003,0.0,0.0,-0.0001,0.0
150000,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.00035,0.0,-0.00035,0.0,0.0
150100,AMETHYSTS,69,10001.0,9998,2,10004,-1,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-0.00019998000199980003
150200,AMETHYSTS,69,9997.0,9996,2,9998,-1,0.00030009002700810244,0.00030009002700810244,0.00015004501350405122,0.00040012003601080324,0.00015004501350405122
150300,AMETHYSTS,69,10001.0,9998,10,10004,-2,-0.00044995500449955,-9.999000099990002e-05,-9.999000099990002e-05,-0.00039996000399960006,0.0
150400,AMETHYSTS,69,9997.0,9996,1,9998,-1,0.00030009002700810244,0.00030009002700810244,0.00030009002700810244,-5.0015004501350405e-05,0.0006001800540162049
150500,AMETHYSTS,69,10003.5,10002,1,10005,-29,-0.000349877542859999,-0.000449842555105713,-0.000449842555105713,-0.000249912530614285,-0.000349877542859999
150600,AMETHYSTS,69,10000.0,9995,23,10005,-23,0.0,0.00035,0.0,0.0003,0.0
150700,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0,0.0001
150800,AMETHYSTS,69,9996.5,9995,30,9998,-1,0.0003501225428900115,0.0004501575551443005,0.000500175061271445,0.0006502275796528785,0.0003501225428900115
150900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0002,0.0002,-0.0001
151000,AMETHYSTS,69,10000.0,9995,27,10005,-27,-0.0001,-0.00035,-0.00015,-0.00015,0.0
151100,AMETHYSTS,69,10000.0,9995,25,10005,-25,0.00035,0.0,0.0,-0.00015,0.0003
151200,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.00015,0.0001,0.0,0.0
151300,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0001,0.0,0.0,0.0,0.0
151400,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,0.0,0.0,0.0001,0.0003
151500,AMETHYSTS,69,9999.0,9996,2,10002,-9,-0.00025002500250025,0.0,-0.00025002500250025,0.00010001000100010001,0.00040004000400040005
151600,AMETHYSTS,69,10003.5,10002,3,10005,-20,-0.000349877542859999,-0.000349877542859999,-0.000249912530614285,-0.000649772579597141,-0.000649772579597141
151700,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.00015,0.0,0.0,0.0,0.0
151800,AMETHYSTS,69,10001.0,9998,2,10004,-1,-9.999000099990002e-05,4.999500049995001e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
151900,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0,0.0002,0.0,0.0001,0.0003
152000,AMETHYSTS,69,9996.5,9995,23,9998,-11,0.0002500875306357225,0.000200070024508578,0.0003501225428900115,0.000500175061271445,0.0003501225428900115
152100,AMETHYSTS,69,10000.0,9995,28,10005,-28,0.0,0.0,0.0,0.0001,0.0003
152200,AMETHYSTS,69,9998.5,9995,28,10002,-2,0.00015002250337550632,0.00025003750562584387,0.00025003750562584387,0.0,0.00015002250337550632
152300,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,0.0,0.0,0.0,0.0
152400,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0002,0.0,0.0,-0.0002,0.0
152500,AMETHYSTS,69,9999.0,9996,2,10002,-5,-5.000500050005001e-05,-0.00025002500250025,-5.000500050005001e-05,0.00020002000200020003,0.00010001000100010001
152600,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0,0.0001,0.0,-0.00025,0.0
152700,AMETHYSTS,69,10000.0,9995,26,10005,-26,0.0001,0.0,0.0,0.0,-0.0003
152800,AMETHYSTS,69,10001.5,9998,5,10005,-29,-0.00014997750337449384,-0.00014997750337449384,0.00014997750337449384,-4.999250112483127e-05,-0.00014997750337449384
152900,AMETHYSTS,69,10002.0,10000,5,10004,-1,-0.0001999600079984003,-0.0001999600079984003,-0.0005498900219956009,-0.0001999600079984003,-0.0001999600079984003
153000,AMETHYSTS,69,9998.5,9995,30,10002,-9,-0.0002000300045006751,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
153100,AMETHYSTS,69,10000.0,9995,21,10005,-21,0.0001,0.0,0.0,-0.0003,0.0
153200,AMETHYSTS,69,10001.0,9998,3,10004,-2,-9.999000099990002e-05,0.0,0.00024997500249975,-0.00044995500449955,-9.999000099990002e-05
153300,AMETHYSTS,69,10000.0,9995,24,10005,-24,0.0,0.0,0.00015,0.0,0.0
153400,AMETHYSTS,69,10000.0,9995,20,10005,-20,0.0,0.0,0.0,0.0,-0.0001
153500,AMETHYSTS,69,9996.5,9995,21,9998,-1,0.0003501225428900115,0.000200070024508578,5.00175061271445e-05,0.0006502275796528785,5.00175061271445e-05
153600,AMETHYSTS,69,10001.0,9998,5,10004,-1,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,0.0
153700,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0001,0.0,0.0,0.0,0.0
153800,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0,0.0003,-0.0001,-0.0003,-0.0001
153900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.00035,0.0,0.0,0.00015
154000,AMETHYSTS,69,10000.0,9995,29,10005,-29,-0.00015,0.0,0.0001,-0.0003,0.0001
154100,AMETHYSTS,69,10000.0,9995,20,10005,-20,0.0,0.0,0.0001,-0.0001,0.0
154200,AMETHYSTS,69,10001.0,9998,5,10004,-1,-9.999000099990002e-05,0.00024997500249975,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
154300,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0003,0.00015,0.0,0.0001,-0.00015
154400,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.00035,0.0,0.00035,0.0001,0.0
154500,AMETHYSTS,69,9998.5,9995,25,10002,-3,0.00015002250337550632,-0.00015002250337550632,5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632
154600,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,-0.0003,0.0
154700,AMETHYSTS,69,10000.0,9995,30,10005,-30,0.00035,0.0,0.00015,0.0001,0.0
154800,AMETHYSTS,69,10003.0,10002,1,10004,-1,-0.00014995501349595122,-0.00039988003598920324,-0.00019994001799460162,-0.00029991002699190244,-0.00029991002699190244
154900,AMETHYSTS,69,9996.5,9995,28,9998,-1,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0001500525183814335,0.0004501575551443005
155000,AMETHYSTS,69,10000.0,9995,22,10005,-22,-0.0003,0.0001,0.0,-0.0001,0.0
155100,AMETHYSTS,69,10000.0,9995,28,10005,-28,0.0,0.0001,-0.0003,0.00015,0.0001
155200,AMETHYSTS,69,10003.5,10002,1,10005,-28,-0.000349877542859999,-0.000349877542859999,-0.00049982506122857,-0.000599790073474284,-0.000349877542859999
155300,AMETHYSTS,69,10001.5,9998,8,10005,-27,-0.00024996250562415637,-0.00014997750337449384,-0.0003999400089986502,-0.00014997750337449384,-0.00014997750337449384
155400,AMETHYSTS,69,10000.0,9995,23,10005,-23,0.0,0.00035,0.0003,0.0,0.0
155500,AMETHYSTS,69,9997.0,9996,1,9998,-1,0.00040012003601080324,0.00020006001800540162,0.00030009002700810244,0.0005001500450135041,0.00030009002700810244
155600,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0001,0.0,0.0,-0.0003,0.0
155700,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,0.00015,-0.0001,-0.0001,0.0
155800,AMETHYSTS,69,9999.0,9996,2,10002,-5,0.00010001000100010001,0.00020002000200020003,0.0,-5.000500050005001e-05,0.00010001000100010001
155900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00035,0.0,-0.00015,-0.00035,-0.0001
156000,AMETHYSTS,69,10001.0,9998,9,10004,-1,-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,0.00024997500249975
156100,AMETHYSTS,69,10001.0,9998,6,10004,-1,-9.999000099990002e-05,-0.00039996000399960006,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05
156200,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,-0.00015,0.0003,-0.0003,0.0001
156300,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0001,-0.00025,-0.0003,0.0,-0.0001
156400,AMETHYSTS,69,10003.5,10002,1,10005,-23,-0.000349877542859999,-4.9982506122857e-05,-0.000649772579597141,-0.000349877542859999,-0.00049982506122857
156500,AMETHYSTS,69,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
156600,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.0003,0.0,0.0,0.0,0.0
156700,AMETHYSTS,69,10001.5,9998,6,10005,-27,-0.0002999550067489877,-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
156800,AMETHYSTS,69,10001.0,9998,7,10004,-2,-0.00034996500349965005,-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
156900,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0003,-0.00015,0.0,0.0,-0.0001
157000,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,-0.0001,0.0,-0.0001
157100,AMETHYSTS,69,9997.0,9996,2,9998,-1,0.00030009002700810244,0.00030009002700810244,0.00030009002700810244,0.00020006001800540162,0.00045013504051215364
157200,AMETHYSTS,69,9998.5,9995,22,10002,-3,5.000750112516878e-05,0.000450067510126519,0.0,5.000750112516878e-05,0.00015002250337550632
157300,AMETHYSTS,69,9997.5,9995,22,10000,-4,0.00015003750937734434,-5.001250312578144e-05,0.00025006251562890725,0.00010002500625156288,0.00025006251562890725
