day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,trades,ret_5,ret_10,ret_20,ret_100,ret_200
-2,197400,AMETHYSTS,9995,21,,,,,9998,4,10005.0,21.0,,,9996.5,0.0,"[('9998.0', '4')]",0.0,0.0001500525183814335,0.0002500875306357225,0.0003501225428900115,0.0006502275796528785
-2,197500,AMETHYSTS,9998,10,9995.0,24.0,,,10005,24,,,,,10001.5,0.0,[],-4.999250112483127e-05,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,0.00014997750337449384
-2,197600,AMETHYSTS,9996,1,9995.0,22.0,,,9998,1,10004.0,1.0,10005.0,22.0,9997.0,0.0,"[('9998.0', '1')]",0.00030009002700810244,0.00030009002700810244,0.00015004501350405122,0.00040012003601080324,0.00030009002700810244
-2,197700,AMETHYSTS,10002,8,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10003.0,0.0,[],-0.00029991002699190244,-0.0006498050584824553,4.9985004498650404e-05,-0.00029991002699190244,-0.00029991002699190244
-2,197800,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0003,0.0001
-2,197900,AMETHYSTS,9995,24,,,,,9998,5,10005.0,24.0,,,9996.5,0.0,"[('9998.0', '5')]",0.0001500525183814335,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115
-2,198000,AMETHYSTS,9998,9,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0,"[('10004.0', '1')]",-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,0.0,-9.999000099990002e-05
-2,198100,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0,0.0001,-0.0002,0.00015,-0.00035
-2,198200,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],-0.00035,0.0,0.0,0.0,0.0
-2,198300,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,-0.0003,0.0,0.0
-2,198400,AMETHYSTS,9996,1,9995.0,25.0,,,10000,2,10004.0,1.0,10005.0,25.0,9998.0,0.0,[],0.0003000600120024005,0.00010002000400080016,0.0003000600120024005,0.00020004000800160032,0.00035007001400280056
-2,198500,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0003,0.0
-2,198600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0001,-0.00015,-0.0001,0.00035,0.0
-2,198700,AMETHYSTS,9995,24,,,,,9998,5,10005.0,24.0,,,9996.5,0.0,"[('9998.0', '5')]",0.0003501225428900115,0.000700245085780023,0.0003501225428900115,0.000500175061271445,0.000200070024508578
-2,198800,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0,[],0.0,0.0,0.00015,0.0,0.0001
-2,198900,AMETHYSTS,9998,9,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,0.0,[],-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-0.00019998000199980003,-0.00024997500249975
-2,199000,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,0.0,0.0,-0.0003,0.0
-2,199100,AMETHYSTS,9998,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0,[],-0.00024997500249975,-0.00029997000299970003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,199200,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.00035,0.0,-0.0001,0.0,-0.0001
-2,199300,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.0,-0.0003,0.0,-0.00015,0.0
-2,199400,AMETHYSTS,9996,1,9995.0,25.0,,,10002,2,10004.0,1.0,10005.0,25.0,9999.0,0.0,"[('10002.0', '2')]",0.00010001000100010001,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.0
-2,199500,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,199600,AMETHYSTS,9995,23,,,,,10002,9,10005.0,23.0,,,9998.5,0.0,[],-5.000750112516878e-05,5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,5.000750112516878e-05
-2,199700,AMETHYSTS,10002,1,9995.0,28.0,,,10005,28,,,,,10003.5,0.0,[],-0.000349877542859999,-0.000349877542859999,-0.000649772579597141,-0.000449842555105713,-0.000649772579597141
-2,199800,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,[],-0.0003,0.00015,-0.0001,0.0002,-0.00035
-2,199900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0001,0.0,-0.00035,-0.0001,-0.00015
-2,200000,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.00035,0.0
-2,200100,AMETHYSTS,9996,1,9995.0,26.0,,,10000,4,10002.0,10.0,10004.0,1.0,9998.0,0.0,"[('9996.0', '1')]",0.00010002000400080016,0.00020004000800160032,0.00020004000800160032,5.001000200040008e-05,0.00020004000800160032
-2,200200,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],0.0,-0.0001,0.0,0.0,0.0
-2,200300,AMETHYSTS,9996,1,9995.0,27.0,,,9998,6,10004.0,1.0,10005.0,27.0,9997.0,0.0,"[('9996.0', '1'), ('9996.0', '1')]",0.00045013504051215364,0.00030009002700810244,0.00040012003601080324,0.00030009002700810244,0.0006501950585175553
-2,200400,AMETHYSTS,9998,7,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0,0.0,"[('10004.0', '7'), ('10004.0', '1')]",-9.999000099990002e-05,-9.999000099990002e-05,0.0,-0.00044995500449955,-9.999000099990002e-05
-2,200500,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,"[('10004.0', '2')]",0.0,0.0,0.00015,0.0002,-0.0001
-2,200600,AMETHYSTS,9996,2,9995.0,25.0,,,10002,1,10004.0,2.0,10005.0,25.0,9999.0,0.0,"[('10002.0', '2'), ('10002.0', '1')]",0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,-5.000500050005001e-05
-2,200700,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0,[],-0.0001,-0.0003,0.0,0.0,0.0001
-2,200800,AMETHYSTS,9998,9,9995.0,24.0,,,10005,24,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00024996250562415637,-0.0004999250112483127,-4.999250112483127e-05,0.0001999700044993251
-2,200900,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,-0.00035,0.0,0.0,-0.00015
-2,201000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.00015
-2,201100,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0,0.00035,0.0,0.0
-2,201200,AMETHYSTS,9996,1,9995.0,24.0,,,10002,2,10004.0,1.0,10005.0,24.0,9999.0,0.0,[],-0.00020002000200020003,0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00025002500250025
-2,201300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,[],-0.0001,0.0001,0.0001,0.0,0.0
-2,201400,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],-0.00035,0.0001,0.0,0.0001,0.0
-2,201500,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.00015,0.0
-2,201600,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0001,0.0
-2,201700,AMETHYSTS,9996,2,9995.0,29.0,,,9998,1,10004.0,2.0,10005.0,29.0,9997.0,0.0,"[('9998.0', '1'), ('9996.0', '2'), ('9996.0', '1')]",0.00030009002700810244,0.00030009002700810244,0.00030009002700810244,0.00020006001800540162,0.00030009002700810244
-2,201800,AMETHYSTS,9996,2,9995.0,22.0,,,10002,7,10004.0,2.0,10005.0,22.0,9999.0,0.0,[],0.00020002000200020003,-0.00025002500250025,-0.00020002000200020003,0.00010001000100010001,0.0
-2,201900,AMETHYSTS,9995,27,,,,,9998,1,10005.0,27.0,,,9996.5,0.0,"[('9998.0', '1')]",0.0004501575551443005,0.0003501225428900115,5.00175061271445e-05,0.0003501225428900115,5.00175061271445e-05
-2,202000,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,[],0.00015,0.0001,0.00025,0.0,0.00015
-2,202100,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.00035,-0.0001,0.0002,-0.0001
-2,202200,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.00015,0.0
-2,202300,AMETHYSTS,9998,4,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10001.0,0.0,[],-0.00044995500449955,0.0,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,202400,AMETHYSTS,9998,1,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05,-0.00039996000399960006
-2,202500,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,[],-4.999250112483127e-05,-0.00014997750337449384,-0.00024996250562415637,-0.00024996250562415637,-0.0004499325101234815
-2,202600,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0,[],0.00035,0.0,0.0001,0.0,0.0003
-2,202700,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.00015,0.0,0.0,0.0,0.0002
-2,202800,AMETHYSTS,9995,23,,,,,9998,1,10005.0,23.0,,,9996.5,0.0,"[('9998.0', '1')]",0.0004501575551443005,5.00175061271445e-05,0.000200070024508578,0.0006502275796528785,0.0002500875306357225
-2,202900,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,-0.0003,-0.0001,-0.00035,0.0
-2,203000,AMETHYSTS,9998,9,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,0.0,[],-9.999000099990002e-05,0.00014998500149985002,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,203100,AMETHYSTS,10002,4,9995.0,27.0,,,10005,27,,,,,10003.5,0.0,[],-0.000349877542859999,-0.000449842555105713,-0.000149947518368571,-0.000649772579597141,-0.00049982506122857
-2,203200,AMETHYSTS,9998,9,9995.0,23.0,,,10005,23,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-4.999250112483127e-05,0.0001999700044993251
-2,203300,AMETHYSTS,9998,9,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,0.0,[],-0.00039996000399960006,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,203400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],-0.0003,-0.00015,0.0,0.0001,0.0001
-2,203500,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],0.00025,-0.0001,0.0,-0.0001,-0.0001
-2,203600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],-0.0001,0.0001,0.0,0.0,0.00015
-2,203700,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,[],0.0,0.0,-0.0001,0.0,0.0003
-2,203800,AMETHYSTS,9996,1,9995.0,22.0,,,9998,1,10004.0,1.0,10005.0,22.0,9997.0,0.0,"[('9998.0', '1')]",0.00030009002700810244,0.00015004501350405122,0.00040012003601080324,0.00020006001800540162,0.00030009002700810244
-2,203900,AMETHYSTS,9996,1,9995.0,26.0,,,9998,5,10002.0,6.0,10004.0,1.0,9997.0,0.0,"[('9998.0', '2')]",0.00015004501350405122,0.00020006001800540162,0.00040012003601080324,0.00030009002700810244,0.0006001800540162049
-2,204000,AMETHYSTS,10000,2,9995.0,22.0,,,10005,22,,,,,10002.5,0.0,[],-0.00034991252186953263,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.0005498625343664084
-2,204100,AMETHYSTS,9996,2,9995.0,30.0,,,10002,10,10004.0,2.0,10005.0,30.0,9999.0,0.0,[],0.00020002000200020003,0.00030003000300030005,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
-2,204200,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,"[('10002.0', '1')]",0.0,0.0,-0.00035,0.0001,0.00015
-2,204300,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],-0.00015,0.0,0.0,-0.0001,0.0
-2,204400,AMETHYSTS,9995,23,,,,,10002,4,10005.0,23.0,,,9998.5,0.0,"[('10002.0', '1')]",5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,5.000750112516878e-05
-2,204500,AMETHYSTS,9996,2,9995.0,28.0,,,10002,10,10004.0,2.0,10005.0,28.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00030003000300030005
-2,204600,AMETHYSTS,10000,3,9996.0,1.0,9995.0,27.0,10002,10,10004.0,1.0,10005.0,27.0,10001.0,0.0,"[('10000.0', '3')]",9.999000099990002e-05,-9.999000099990002e-05,0.00019998000199980003,0.0,-9.999000099990002e-05
-2,204700,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,[],0.0,-0.0001,-0.00025,0.0,0.00015
-2,204800,AMETHYSTS,9995,30,,,,,10002,1,10005.0,30.0,,,9998.5,0.0,"[('9998.0', '1'), ('9998.0', '4'), ('10002.0', '6')]",0.00015002250337550632,0.00025003750562584387,0.00025003750562584387,5.000750112516878e-05,0.00015002250337550632
-2,204900,AMETHYSTS,9996,1,9995.0,27.0,,,10002,4,10004.0,1.0,10005.0,27.0,9999.0,0.0,[],0.00010001000100010001,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.0
-2,205000,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0003
-2,205100,AMETHYSTS,10000,4,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10002.0,0.0,[],-0.0001999600079984003,-0.0001999600079984003,-4.999000199960008e-05,-0.0001999600079984003,-0.0001999600079984003
-2,205200,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,"[('9996.0', '2')]",-0.0001,-0.00035,0.0,-0.0002,0.0
-2,205300,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,"[('10004.0', '1')]",0.0001,0.0,0.0001,0.0001,0.0
-2,205400,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0001,0.0,0.0,-0.00025,0.0
-2,205500,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0001,-0.0001
-2,205600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,"[('9995.0', '8')]",0.0,0.0003,0.0001,0.0,0.00015
-2,205700,AMETHYSTS,9996,2,9995.0,26.0,,,10002,8,10004.0,2.0,10005.0,26.0,9999.0,0.0,[],-0.00025002500250025,-0.00015001500150015003,0.00010001000100010001,0.00020002000200020003,0.00040004000400040005
-2,205800,AMETHYSTS,9998,4,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0,[],-9.999000099990002e-05,0.0,-0.00039996000399960006,-9.999000099990002e-05,-9.999000099990002e-05
-2,205900,AMETHYSTS,9998,8,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0,0.0,"[('9998.0', '1')]",-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,206000,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],0.0,0.0,0.0001,-0.00015,0.0
-2,206100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0,[],0.0003,0.00015,0.00015,0.0,0.0
-2,206200,AMETHYSTS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,0.0,"[('9998.0', '1')]",0.000100035012254289,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0004501575551443005
-2,206300,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,[],0.0001,0.0001,0.0,0.0003,-0.00015
-2,206400,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,"[('9995.0', '1')]",0.0,0.0,0.0,-0.00025,0.0
-2,206500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0,0.0,-0.0003,0.0,0.0003
-2,206600,AMETHYSTS,10002,1,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10003.0,0.0,[],-0.00014995501349595122,-0.00019994001799460162,4.9985004498650404e-05,-0.00039988003598920324,-0.00029991002699190244
-2,206700,AMETHYSTS,9995,26,,,,,10000,5,10005.0,26.0,,,9997.5,0.0,[],0.00025006251562890725,0.00025006251562890725,0.00040010002500625154,0.00025006251562890725,0.00015003750937734434
-2,206800,AMETHYSTS,9998,3,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0,[],0.0,-0.00039996000399960006,-9.999000099990002e-05,-9.999000099990002e-05,-0.00034996500349965005
-2,206900,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],0.0,0.0,-0.0001,0.0,0.00035
-2,207000,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0001,-0.0003,-0.0001,0.0
-2,207100,AMETHYSTS,9998,3,9995.0,22.0,,,10005,22,,,,,10001.5,0.0,"[('10005.0', '2')]",-4.999250112483127e-05,0.0,-0.00014997750337449384,-4.999250112483127e-05,-0.00024996250562415637
-2,207200,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,-0.0001
-2,207300,AMETHYSTS,9998,9,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0,0.0,[],-0.00039996000399960006,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05,-0.00019998000199980003
-2,207400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],0.0,0.0,0.0,0.0003,0.0001
-2,207500,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],0.0001,-0.0003,0.0,0.0003,0.0
-2,207600,AMETHYSTS,9998,7,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0,[],4.999500049995001e-05,0.00024997500249975,-9.999000099990002e-05,-9.999000099990002e-05,0.0
-2,207700,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],0.0,0.00015,-0.0001,0.0,0.0001
-2,207800,AMETHYSTS,9996,1,9995.0,22.0,,,9998,4,10004.0,1.0,10005.0,22.0,9997.0,0.0,"[('9998.0', '4')]",0.00030009002700810244,0.00030009002700810244,0.0005001500450135041,0.00040012003601080324,0.00030009002700810244
-2,207900,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],0.0,-0.0001,-0.0001,0.0,0.0
-2,208000,AMETHYSTS,9998,10,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,0.0,[],-0.00039996000399960006,-0.00039996000399960006,-0.00044995500449955,-9.999000099990002e-05,0.0
-2,208100,AMETHYSTS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,0.0,[],0.0001999700044993251,-0.00014997750337449384,-0.0002999550067489877,-0.0004999250112483127,-0.00024996250562415637
-2,208200,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.00015,0.0,0.0,0.0,0.0001
-2,208300,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,-0.00015,0.0,0.0,0.0001
-2,208400,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],-0.0001,0.0,-0.00035,0.00015,0.0001
-2,208500,AMETHYSTS,9996,2,9995.0,29.0,,,9998,1,10004.0,2.0,10005.0,29.0,9997.0,0.0,"[('9998.0', '1')]",0.0,0.00030009002700810244,0.0005001500450135041,0.00030009002700810244,-5.0015004501350405e-05
-2,208600,AMETHYSTS,10002,9,9995.0,27.0,,,10005,27,,,,,10003.5,0.0,[],-0.000349877542859999,-0.000349877542859999,-0.000349877542859999,-0.000349877542859999,-0.000699755085719998
-2,208700,AMETHYSTS,9998,4,9995.0,20.0,,,10005,20,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00024996250562415637,-0.00014997750337449384,-0.0002999550067489877,-4.999250112483127e-05
-2,208800,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],-0.00015,0.0002,0.0001,0.0001,0.0
-2,208900,AMETHYSTS,9998,5,9995.0,22.0,,,10000,6,10005.0,22.0,,,9999.0,0.0,[],0.00010001000100010001,0.0,0.00010001000100010001,-5.000500050005001e-05,0.00020002000200020003
-2,209000,AMETHYSTS,9996,1,9995.0,20.0,,,9998,4,10004.0,1.0,10005.0,20.0,9997.0,0.0,"[('9998.0', '4')]",0.00030009002700810244,-5.0015004501350405e-05,0.00030009002700810244,0.00030009002700810244,0.00015004501350405122
-2,209100,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0,[],0.0,-0.00015,0.0,0.0,0.0
-2,209200,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,-0.0001,0.0
-2,209300,AMETHYSTS,9995,21,,,,,10002,4,10005.0,21.0,,,9998.5,0.0,"[('9995.0', '1')]",0.00035005250787618143,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
-2,209400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],-0.0001,-0.00035,0.0001,-0.0001,0.0
-2,209500,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,[],-0.00035,0.0002,0.00015,0.0,-0.0003
-2,209600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],-0.00015,0.0,0.0001,-0.0001,-0.0001
-2,209700,AMETHYSTS,9996,2,9995.0,30.0,,,10002,4,10004.0,2.0,10005.0,30.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.0,-0.00020002000200020003,0.00010001000100010001
-2,209800,AMETHYSTS,10000,5,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10002.0,0.0,[],-0.0001999600079984003,-9.998000399920016e-05,-0.0001999600079984003,-0.0005498900219956009,-4.999000199960008e-05
-2,209900,AMETHYSTS,9996,2,9995.0,24.0,,,10002,1,10004.0,2.0,10005.0,24.0,9999.0,0.0,"[('9996.0', '2')]",-0.00025002500250025,0.00010001000100010001,0.00010001000100010001,-5.000500050005001e-05,0.00045004500450045
-2,210000,AMETHYSTS,9995,26,,,,,9998,1,10000.0,3.0,10002.0,2.0,9996.5,0.0,"[('9995.0', '4'), ('9998.0', '1')]",0.0005501925673985895,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.000700245085780023
-2,210100,AMETHYSTS,9995,21,,,,,10002,9,10005.0,21.0,,,9998.5,0.0,[],0.00015002250337550632,0.00015002250337550632,0.00035005250787618143,0.00015002250337550632,0.00015002250337550632
-2,210200,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.0,0.0,0.00015,0.0,0.0
-2,210300,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],0.0001,0.0,0.0,0.00035,0.0
-2,210400,AMETHYSTS,9995,29,,,,,9998,10,10005.0,29.0,,,9996.5,0.0,"[('10002.0', '1')]",0.0003501225428900115,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115
-2,210500,AMETHYSTS,10000,2,9998.0,6.0,9996.0,1.0,10004,1,10005.0,24.0,,,10002.0,0.0,[],-0.0001999600079984003,-4.999000199960008e-05,-0.00029994001199760045,-0.00029994001199760045,-9.998000399920016e-05
-2,210600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0,0.0001,0.0,-0.00015,0.0
-2,210700,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,[],0.0,-0.0001,0.0,0.0001,-0.0001
-2,210800,AMETHYSTS,9998,7,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,0.00019998000199980003,0.00024997500249975,-9.999000099990002e-05
-2,210900,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.0001,0.0,-0.00035,-0.00015,0.0
-2,211000,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.00015,0.0,0.0,0.00015,0.0
-2,211100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0,[],0.0001,0.0002,-0.0003,0.0,-0.0003
-2,211200,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0,[],-0.0001,0.00015,0.0001,0.00015,0.0
-2,211300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,211400,AMETHYSTS,9998,6,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,0.0,-9.999000099990002e-05,0.00014998500149985002
-2,211500,AMETHYSTS,9998,7,9995.0,29.0,,,10005,29,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00024996250562415637,-0.00024996250562415637,-0.00014997750337449384,0.00014997750337449384
