timestamp,symbol,alpha,mid,bid,bid_amt,ask,ask_amt
23600,AMETHYSTS,69,10000.0,9995,27,10005,-27
23600,STARFRUIT,69,5001.5,4998,27,5005,-27
23700,AMETHYSTS,69,10003.0,10002,1,10004,-2
23700,STARFRUIT,69,4999.5,4997,23,5002,-7
23800,AMETHYSTS,69,10000.0,9995,30,10005,-30
23800,STARFRUIT,69,5003.5,5003,1,5004,-30
23900,AMETHYSTS,69,10000.0,9995,30,10005,-30
23900,STARFRUIT,69,5003.0,5002,1,5004,-30
24000,AMETHYSTS,69,10001.5,9998,9,10005,-29
24000,STARFRUIT,69,4999.5,4996,29,5003,-29
24100,AMETHYSTS,69,10000.0,9996,1,10004,-1
24100,STARFRUIT,69,4998.5,4996,26,5001,-3
24200,AMETHYSTS,69,9999.0,9996,2,10002,-6
24200,STARFRUIT,69,4999.5,4996,30,5003,-30
24300,AMETHYSTS,69,9999.0,9996,2,10002,-1
24300,STARFRUIT,69,4999.5,4996,26,5003,-26
24400,AMETHYSTS,69,10003.0,10002,1,10004,-1
24400,STARFRUIT,69,5002.5,5002,1,5003,-22
24500,AMETHYSTS,69,10003.0,10002,1,10004,-1
24500,STARFRUIT,69,5000.0,4997,1,5003,-26
24600,AMETHYSTS,69,9996.5,9995,24,9998,-2
24600,STARFRUIT,69,4998.5,4996,24,5001,-2
24700,AMETHYSTS,69,10000.0,9995,25,10005,-25
24700,STARFRUIT,69,4999.5,4996,25,5003,-25
24800,AMETHYSTS,69,10000.0,9995,23,10005,-23
24800,STARFRUIT,69,4998.5,4995,23,5002,-23
24900,AMETHYSTS,69,10003.0,10002,1,10004,-1
24900,STARFRUIT,69,5000.5,4999,4,5002,-23
25000,AMETHYSTS,69,10000.0,9995,23,10005,-23
25000,STARFRUIT,69,4998.5,4995,23,5002,-23
25100,AMETHYSTS,69,10003.5,10002,1,10005,-25
25100,STARFRUIT,69,4997.5,4995,25,5000,-4
25200,AMETHYSTS,69,9997.0,9996,1,9998,-5
25200,STARFRUIT,69,4998.0,4996,1,5000,-3
25300,AMETHYSTS,69,10000.0,9996,2,10004,-2
25300,STARFRUIT,69,4999.0,4996,2,5002,-24
25400,AMETHYSTS,69,10000.0,9996,1,10004,-1
25400,STARFRUIT,69,5000.5,5000,8,5001,-1
25500,AMETHYSTS,69,9997.0,9996,1,9998,-6
25500,STARFRUIT,69,4998.0,4995,1,5001,-21
25600,AMETHYSTS,69,9999.0,9996,1,10002,-7
25600,STARFRUIT,69,4998.0,4995,8,5001,-23
25700,AMETHYSTS,69,10000.0,9996,2,10004,-2
25700,STARFRUIT,69,4997.5,4995,32,5000,-6
25800,AMETHYSTS,69,10003.5,10002,4,10005,-24
25800,STARFRUIT,69,4998.5,4995,23,5002,-24
25900,AMETHYSTS,69,10000.0,9996,2,10004,-2
25900,STARFRUIT,69,4998.0,4995,25,5001,-2
26000,AMETHYSTS,69,10000.0,9996,2,10004,-2
26000,STARFRUIT,69,4994.5,4994,27,4995,-5
26100,AMETHYSTS,69,10001.5,9998,7,10005,-20
26100,STARFRUIT,69,4997.5,4994,20,5001,-20
26200,AMETHYSTS,69,10000.0,9996,1,10004,-1
26200,STARFRUIT,69,4997.0,4994,23,5000,-1
26300,AMETHYSTS,69,9997.0,9996,1,9998,-1
26300,STARFRUIT,69,4997.5,4994,30,5001,-30
26400,AMETHYSTS,69,10000.0,9995,22,10005,-22
26400,STARFRUIT,69,4997.0,4994,5,5000,-22
26500,AMETHYSTS,69,10000.0,9996,1,10004,-1
26500,STARFRUIT,69,4996.5,4993,24,5000,-24
26600,AMETHYSTS,69,9997.0,9996,2,9998,-1
26600,STARFRUIT,69,4997.0,4994,6,5000,-30
26700,AMETHYSTS,69,10001.0,9998,2,10004,-1
26700,STARFRUIT,69,4995.5,4993,24,4998,-6
26800,AMETHYSTS,69,10000.0,9996,2,10004,-2
26800,STARFRUIT,69,4998.5,4998,1,4999,-30
26900,AMETHYSTS,69,10003.5,10002,1,10005,-30
26900,STARFRUIT,69,4991.5,4991,30,4992,-1
27000,AMETHYSTS,69,9998.5,9995,28,10002,-1
27000,STARFRUIT,69,4995.0,4992,2,4998,-28
27100,AMETHYSTS,69,10000.0,9995,24,10005,-24
27100,STARFRUIT,69,4995.0,4992,3,4998,-24
27200,AMETHYSTS,69,10001.5,9998,2,10005,-21
27200,STARFRUIT,69,4993.5,4991,21,4996,-2
27300,AMETHYSTS,69,10000.0,9996,2,10004,-2
27300,STARFRUIT,69,4996.5,4996,1,4997,-2
27400,AMETHYSTS,69,10000.0,9995,21,10005,-21
27400,STARFRUIT,69,4994.5,4991,21,4998,-21
27500,AMETHYSTS,69,10000.0,9996,1,10004,-1
27500,STARFRUIT,69,4994.5,4992,23,4997,-6
27600,AMETHYSTS,69,10001.5,9998,5,10005,-24
27600,STARFRUIT,69,4996.0,4993,6,4999,-24
27700,AMETHYSTS,69,10000.0,9995,24,10005,-24
27700,STARFRUIT,69,4992.5,4992,24,4993,-5
27800,AMETHYSTS,69,10001.0,9998,9,10004,-2
27800,STARFRUIT,69,4994.5,4992,28,4997,-3
27900,AMETHYSTS,69,9999.0,9996,2,10002,-4
27900,STARFRUIT,69,4998.5,4998,1,4999,-29
28000,AMETHYSTS,69,10001.5,9998,2,10005,-28
28000,STARFRUIT,69,4995.5,4992,28,4999,-28
28100,AMETHYSTS,69,10000.0,9996,2,10004,-2
28100,STARFRUIT,69,4995.5,4992,26,4999,-26
28200,AMETHYSTS,69,9997.0,9996,1,9998,-2
28200,STARFRUIT,69,4994.5,4992,26,4997,-5
28300,AMETHYSTS,69,10000.0,9996,1,10004,-1
28300,STARFRUIT,69,4993.5,4993,1,4994,-2
28400,AMETHYSTS,69,10000.0,9996,2,10004,-2
28400,STARFRUIT,69,4995.0,4992,1,4998,-25
28500,AMETHYSTS,69,10001.5,9998,10,10005,-23
28500,STARFRUIT,69,4994.5,4991,23,4998,-23
28600,AMETHYSTS,69,10003.0,10002,1,10004,-2
28600,STARFRUIT,69,4993.5,4991,23,4996,-8
28700,AMETHYSTS,69,10000.0,9995,30,10005,-30
28700,STARFRUIT,69,4993.5,4990,30,4997,-30
28800,AMETHYSTS,69,10000.0,9995,27,10005,-27
28800,STARFRUIT,69,4993.5,4990,27,4997,-27
28900,AMETHYSTS,69,10001.0,9998,7,10004,-1
28900,STARFRUIT,69,4993.0,4990,5,4996,-22
29000,AMETHYSTS,69,10000.0,9995,24,10005,-24
29000,STARFRUIT,69,4989.5,4989,24,4990,-1
29100,AMETHYSTS,69,10000.0,9996,2,10004,-2
29100,STARFRUIT,69,4993.5,4991,3,4996,-2
29200,AMETHYSTS,69,10000.0,9996,1,10004,-1
29200,STARFRUIT,69,4996.5,4996,1,4997,-1
29300,AMETHYSTS,69,9999.0,9996,2,10002,-3
29300,STARFRUIT,69,4993.0,4991,32,4995,-2
29400,AMETHYSTS,69,10003.0,10002,1,10004,-1
29400,STARFRUIT,69,4994.5,4991,25,4998,-26
29500,AMETHYSTS,69,10000.0,9996,2,10004,-2
29500,STARFRUIT,69,4995.0,4992,2,4998,-29
29600,AMETHYSTS,69,10000.0,9996,2,10004,-2
29600,STARFRUIT,69,4993.5,4991,30,4996,-3
29700,AMETHYSTS,69,9999.0,9996,1,10002,-4
29700,STARFRUIT,69,4994.5,4992,2,4997,-1
29800,AMETHYSTS,69,10001.0,9998,6,10004,-1
29800,STARFRUIT,69,4992.5,4990,31,4995,-1
29900,AMETHYSTS,69,10000.0,9995,21,10005,-21
29900,STARFRUIT,69,4994.0,4991,8,4997,-21
30000,AMETHYSTS,69,10001.0,9998,3,10004,-1
30000,STARFRUIT,69,4993.5,4990,31,4997,-31
30100,AMETHYSTS,69,10000.0,9996,2,10004,-2
30100,STARFRUIT,69,4994.0,4991,30,4997,-30
30200,AMETHYSTS,69,10000.0,9996,2,10004,-2
30200,STARFRUIT,69,4994.0,4991,22,4997,-2
30300,AMETHYSTS,69,9999.0,9996,2,10002,-9
30300,STARFRUIT,69,4997.0,4996,1,4998,-31
30400,AMETHYSTS,69,10001.0,10000,5,10002,-8
30400,STARFRUIT,69,4995.5,4994,5,4997,-2
30500,AMETHYSTS,69,10001.0,9998,5,10004,-2
30500,STARFRUIT,69,4994.5,4991,22,4998,-22
30600,AMETHYSTS,69,9999.0,9996,2,10002,-4
30600,STARFRUIT,69,4995.0,4992,21,4998,-2
30700,AMETHYSTS,69,10000.0,9995,30,10005,-30
30700,STARFRUIT,69,4995.5,4992,30,4999,-30
30800,AMETHYSTS,69,10000.0,9996,1,10004,-1
30800,STARFRUIT,69,4995.5,4993,3,4998,-1
30900,AMETHYSTS,69,9999.0,9996,2,10002,-6
30900,STARFRUIT,69,4993.5,4991,30,4996,-7
31000,AMETHYSTS,69,10002.0,10000,4,10004,-1
31000,STARFRUIT,69,4996.5,4995,4,4998,-1
31100,AMETHYSTS,69,10000.0,9996,2,10004,-2
31100,STARFRUIT,69,4995.5,4992,29,4999,-29
31200,AMETHYSTS,69,9999.0,9996,2,10002,-6
31200,STARFRUIT,69,4995.5,4992,31,4999,-31
31300,AMETHYSTS,69,10000.0,9996,1,10004,-1
31300,STARFRUIT,69,4995.5,4992,24,4999,-24
31400,AMETHYSTS,69,9996.5,9995,26,9998,-1
31400,STARFRUIT,69,4995.5,4992,26,4999,-26
31500,AMETHYSTS,69,10000.0,9995,30,10005,-30
31500,STARFRUIT,69,4996.0,4993,5,4999,-30
31600,AMETHYSTS,69,10000.0,9995,27,10005,-27
31600,STARFRUIT,69,4997.5,4997,1,4998,-27
31700,AMETHYSTS,69,10000.0,9996,2,10004,-2
31700,STARFRUIT,69,4993.5,4991,24,4996,-3
31800,AMETHYSTS,69,10002.0,10000,6,10004,-1
31800,STARFRUIT,69,4995.0,4993,6,4997,-26
31900,AMETHYSTS,69,10001.5,9998,3,10005,-28
31900,STARFRUIT,69,4994.0,4991,4,4997,-28
32000,AMETHYSTS,69,10000.0,9996,1,10004,-1
32000,STARFRUIT,69,4995.0,4992,3,4998,-25
32100,AMETHYSTS,69,10000.0,9996,1,10004,-1
32100,STARFRUIT,69,4994.0,4991,29,4997,-1
32200,AMETHYSTS,69,10000.0,9996,1,10004,-1
32200,STARFRUIT,69,4994.0,4991,28,4997,-1
32300,AMETHYSTS,69,10000.0,9995,25,10005,-25
32300,STARFRUIT,69,4994.5,4991,25,4998,-25
32400,AMETHYSTS,69,10000.0,9996,1,10004,-1
32400,STARFRUIT,69,4994.0,4991,30,4997,-1
32500,AMETHYSTS,69,10001.0,9998,1,10004,-1
32500,STARFRUIT,69,4993.5,4991,21,4996,-5
32600,AMETHYSTS,69,10003.5,10002,1,10005,-30
32600,STARFRUIT,69,4993.5,4990,30,4997,-30
32700,AMETHYSTS,69,10000.0,9996,2,10004,-2
32700,STARFRUIT,69,4994.0,4991,24,4997,-2
32800,AMETHYSTS,69,10000.0,9996,2,10004,-2
32800,STARFRUIT,69,4994.0,4991,2,4997,-30
32900,AMETHYSTS,69,10000.0,9996,2,10004,-2
32900,STARFRUIT,69,4994.0,4991,2,4997,-29
33000,AMETHYSTS,69,10000.0,9996,2,10004,-2
33000,STARFRUIT,69,4996.5,4996,1,4997,-2
33100,AMETHYSTS,69,10000.0,9996,1,10004,-1
33100,STARFRUIT,69,4993.5,4991,28,4996,-3
33200,AMETHYSTS,69,9999.0,9996,1,10002,-7
33200,STARFRUIT,69,4990.5,4990,20,4991,-10
33300,AMETHYSTS,69,10000.0,9996,1,10004,-1
33300,STARFRUIT,69,4993.0,4990,21,4996,-1
33400,AMETHYSTS,69,9999.0,9996,2,10002,-3
33400,STARFRUIT,69,4993.5,4990,32,4997,-32
33500,AMETHYSTS,69,10000.0,9996,1,10004,-1
33500,STARFRUIT,69,4993.5,4990,21,4997,-21
33600,AMETHYSTS,69,10003.5,10002,6,10005,-27
33600,STARFRUIT,69,4993.5,4990,27,4997,-27
33700,AMETHYSTS,69,9999.0,9996,1,10002,-1
33700,STARFRUIT,69,4993.5,4991,4,4996,-1
33800,AMETHYSTS,69,10000.0,9996,1,10004,-1
33800,STARFRUIT,69,4995.0,4994,3,4996,-1
33900,AMETHYSTS,69,10000.0,9995,24,10005,-24
33900,STARFRUIT,69,4993.5,4990,24,4997,-24
34000,AMETHYSTS,69,10003.5,10002,1,10005,-30
34000,STARFRUIT,69,4992.5,4990,29,4995,-8
34100,AMETHYSTS,69,10000.0,9996,1,10004,-1
34100,STARFRUIT,69,4994.5,4992,2,4997,-1
34200,AMETHYSTS,69,10000.0,9995,23,10005,-23
34200,STARFRUIT,69,4993.5,4991,23,4996,-1
34300,AMETHYSTS,69,10003.0,10002,1,10004,-1
34300,STARFRUIT,69,4993.5,4990,23,4997,-23
34400,AMETHYSTS,69,10000.0,9996,2,10004,-2
34400,STARFRUIT,69,4993.5,4991,3,4996,-25
34500,AMETHYSTS,69,10000.0,9995,30,10005,-30
34500,STARFRUIT,69,4990.5,4990,30,4991,-5
34600,AMETHYSTS,69,10000.0,9995,29,10005,-29
34600,STARFRUIT,69,4993.5,4990,28,4997,-29
34700,AMETHYSTS,69,10001.5,9998,6,10005,-24
34700,STARFRUIT,69,4993.5,4990,24,4997,-24
34800,AMETHYSTS,69,10000.0,9996,2,10004,-2
34800,STARFRUIT,69,4994.0,4991,25,4997,-2
34900,AMETHYSTS,69,10000.0,9996,1,10004,-1
34900,STARFRUIT,69,4994.5,4991,21,4998,-21
35000,AMETHYSTS,69,10003.5,10002,1,10005,-20
35000,STARFRUIT,69,4998.0,4997,1,4999,-20
35100,AMETHYSTS,69,10003.0,10002,3,10004,-2
35100,STARFRUIT,69,4995.0,4992,31,4998,-2
35200,AMETHYSTS,69,9999.0,9996,2,10002,-10
35200,STARFRUIT,69,4995.5,4993,3,4998,-2
35300,AMETHYSTS,69,10001.0,9998,6,10004,-1
35300,STARFRUIT,69,4992.5,4992,28,4993,-8
35400,AMETHYSTS,69,10003.5,10002,3,10005,-25
35400,STARFRUIT,69,4998.0,4997,1,4999,-25
35500,AMETHYSTS,69,10000.0,9996,2,10004,-2
35500,STARFRUIT,69,4995.5,4992,28,4999,-28
35600,AMETHYSTS,69,10000.0,9995,26,10005,-26
35600,STARFRUIT,69,4996.5,4993,26,5000,-26
35700,AMETHYSTS,69,10000.0,9996,2,10004,-2
35700,STARFRUIT,69,4996.5,4993,29,5000,-29
35800,AMETHYSTS,69,10001.0,9998,7,10004,-1
35800,STARFRUIT,69,4993.5,4993,31,4994,-2
36000,AMETHYSTS,69,9998.5,9995,30,10002,-5
36000,STARFRUIT,69,4995.5,4993,30,4998,-3
36100,AMETHYSTS,69,10003.0,10002,8,10004,-2
36100,STARFRUIT,69,4996.0,4993,26,4999,-2
36200,AMETHYSTS,69,9997.0,9996,1,9998,-1
36200,STARFRUIT,69,4996.0,4993,1,4999,-30
36300,AMETHYSTS,69,10000.0,9996,1,10004,-1
36300,STARFRUIT,69,4995.0,4993,1,4997,-6
36400,AMETHYSTS,69,10001.0,9998,1,10004,-1
36400,STARFRUIT,69,4998.5,4998,1,4999,-21
36500,AMETHYSTS,69,10000.0,9995,25,10005,-25
36500,STARFRUIT,69,4993.0,4992,25,4994,-2
36600,AMETHYSTS,69,10000.0,9996,1,10004,-1
36600,STARFRUIT,69,4996.5,4993,29,5000,-29
36700,AMETHYSTS,69,10000.0,9995,21,10005,-21
36700,STARFRUIT,69,4995.5,4992,21,4999,-21
36800,AMETHYSTS,69,10000.0,9995,30,10005,-30
36800,STARFRUIT,69,4996.5,4993,30,5000,-30
36900,AMETHYSTS,69,10000.0,9996,1,10004,-1
36900,STARFRUIT,69,4995.5,4992,27,4999,-27
37000,AMETHYSTS,69,10000.0,9996,2,10004,-2
37000,STARFRUIT,69,4994.5,4991,25,4998,-25
37100,AMETHYSTS,69,10000.0,9996,2,10004,-2
37100,STARFRUIT,69,4995.0,4992,4,4998,-23
37200,AMETHYSTS,69,10000.0,9996,1,10004,-1
37200,STARFRUIT,69,4995.0,4992,4,4998,-21
37300,AMETHYSTS,69,9997.0,9996,1,9998,-10
37300,STARFRUIT,69,4995.0,4992,4,4998,-28
37400,AMETHYSTS,69,10003.5,10002,1,10005,-30
37400,STARFRUIT,69,4993.5,4990,30,4997,-30
37500,AMETHYSTS,69,10000.0,9996,2,10004,-2
37500,STARFRUIT,69,4994.0,4991,2,4997,-27
37600,AMETHYSTS,69,9998.5,9995,22,10002,-7
37600,STARFRUIT,69,4994.0,4991,22,4997,-22
37700,AMETHYSTS,69,10000.0,9996,1,10004,-1
37700,STARFRUIT,69,4994.5,4991,24,4998,-24
37800,AMETHYSTS,69,10000.0,9995,25,10005,-25
37800,STARFRUIT,69,4994.5,4991,24,4998,-25
37900,AMETHYSTS,69,10000.0,9995,25,10005,-25
37900,STARFRUIT,69,4994.5,4991,25,4998,-25
38000,AMETHYSTS,69,10003.0,10002,1,10004,-2
38000,STARFRUIT,69,4993.5,4991,32,4996,-4
38100,AMETHYSTS,69,9999.0,9996,2,10002,-2
38100,STARFRUIT,69,4994.0,4991,28,4997,-2
38200,AMETHYSTS,69,10000.0,9996,1,10004,-1
38200,STARFRUIT,69,4994.0,4991,28,4997,-1
38300,AMETHYSTS,69,10001.5,9998,5,10005,-26
38300,STARFRUIT,69,4994.5,4991,26,4998,-26
38400,AMETHYSTS,69,9998.0,9996,1,10000,-6
38400,STARFRUIT,69,4992.0,4991,1,4993,-6
38500,AMETHYSTS,69,10003.5,10002,1,10005,-21
38500,STARFRUIT,69,4993.5,4990,21,4997,-21
38600,AMETHYSTS,69,10000.0,9996,2,10004,-2
38600,STARFRUIT,69,4994.0,4991,2,4997,-30
38700,AMETHYSTS,69,10000.0,9995,20,10005,-20
38700,STARFRUIT,69,4994.5,4991,20,4998,-20
38800,AMETHYSTS,69,9999.0,9996,1,10002,-1
38800,STARFRUIT,69,4992.0,4991,21,4993,-2
38900,AMETHYSTS,69,10000.0,9996,2,10004,-2
38900,STARFRUIT,69,4994.0,4992,2,4996,-7
39000,AMETHYSTS,69,9998.5,9995,23,10002,-9
39000,STARFRUIT,69,4994.5,4991,23,4998,-23
39100,AMETHYSTS,69,10001.0,9998,8,10004,-1
39100,STARFRUIT,69,4995.0,4992,25,4998,-1
39200,AMETHYSTS,69,10000.0,9996,1,10004,-1
39200,STARFRUIT,69,4994.5,4992,30,4997,-2
39300,AMETHYSTS,69,10000.0,9995,27,10005,-27
39300,STARFRUIT,69,4995.5,4992,27,4999,-27
39400,AMETHYSTS,69,10000.0,9996,1,10004,-1
39400,STARFRUIT,69,4995.5,4993,31,4998,-5
39500,AMETHYSTS,69,9996.5,9995,27,9998,-1
39500,STARFRUIT,69,4994.5,4992,27,4997,-3
39600,AMETHYSTS,69,10000.0,9995,23,10005,-23
39600,STARFRUIT,69,4998.0,4997,4,4999,-23
39700,AMETHYSTS,69,10000.0,9996,2,10004,-2
39700,STARFRUIT,69,4995.5,4993,4,4998,-2
39800,AMETHYSTS,69,10000.0,9996,1,10004,-1
39800,STARFRUIT,69,4994.5,4991,28,4998,-28
39900,AMETHYSTS,69,9999.0,9996,1,10002,-4
39900,STARFRUIT,69,4995.0,4992,31,4998,-1
40000,AMETHYSTS,69,10000.0,9995,22,10005,-22
40000,STARFRUIT,69,4995.5,4992,22,4999,-22
40100,AMETHYSTS,69,9999.0,9996,2,10002,-8
40100,STARFRUIT,69,4995.0,4992,2,4998,-31
40200,AMETHYSTS,69,10000.0,9996,1,10004,-1
40200,STARFRUIT,69,4995.5,4992,29,4999,-29
40300,AMETHYSTS,69,9996.5,9995,22,9998,-1
40300,STARFRUIT,69,4995.5,4992,22,4999,-22
40400,AMETHYSTS,69,10000.0,9996,1,10004,-1
40400,STARFRUIT,69,4995.5,4992,24,4999,-24
40500,AMETHYSTS,69,10003.0,10002,1,10004,-2
40500,STARFRUIT,69,4992.5,4992,29,4993,-1
40600,AMETHYSTS,69,10000.0,9996,2,10004,-2
40600,STARFRUIT,69,4996.0,4993,4,4999,-26
40700,AMETHYSTS,69,10001.0,9998,7,10004,-2
40700,STARFRUIT,69,4995.0,4992,22,4998,-2
40800,AMETHYSTS,69,10000.0,9995,27,10005,-27
40800,STARFRUIT,69,4994.5,4991,27,4998,-27
40900,AMETHYSTS,69,10001.0,9998,10,10004,-2
40900,STARFRUIT,69,4994.5,4991,28,4998,-28
41000,AMETHYSTS,69,9998.5,9995,21,10002,-10
41000,STARFRUIT,69,4991.5,4991,21,4992,-1
41100,AMETHYSTS,69,10000.0,9995,27,10005,-27
41100,STARFRUIT,69,4990.5,4990,27,4991,-1
41200,AMETHYSTS,69,10000.0,9995,29,10005,-29
41200,STARFRUIT,69,4993.5,4990,29,4997,-29
41300,AMETHYSTS,69,10001.0,9998,2,10004,-1
41300,STARFRUIT,69,4993.0,4991,1,4995,-4
41400,AMETHYSTS,69,9999.0,9998,5,10000,-4
41400,STARFRUIT,69,4992.0,4991,2,4993,-4
41500,AMETHYSTS,69,10001.0,9998,8,10004,-2
41500,STARFRUIT,69,4993.0,4991,2,4995,-1
41600,AMETHYSTS,69,10000.0,9996,1,10004,-1
41600,STARFRUIT,69,4992.5,4990,23,4995,-7
41700,AMETHYSTS,69,10002.5,10000,5,10005,-21
41700,STARFRUIT,69,4995.0,4993,4,4997,-21
41800,AMETHYSTS,69,10000.0,9996,2,10004,-2
41800,STARFRUIT,69,4993.0,4990,24,4996,-2
41900,AMETHYSTS,69,9997.0,9996,1,9998,-4
41900,STARFRUIT,69,4993.0,4991,1,4995,-1
42000,AMETHYSTS,69,10000.0,9996,2,10004,-2
42000,STARFRUIT,69,4992.5,4990,31,4995,-5
42100,AMETHYSTS,69,10001.0,9998,8,10004,-2
42100,STARFRUIT,69,4993.5,4990,23,4997,-23
42200,AMETHYSTS,69,10003.5,10002,1,10005,-28
42200,STARFRUIT,69,4993.5,4990,28,4997,-28
42300,AMETHYSTS,69,10000.0,9995,20,10005,-20
42300,STARFRUIT,69,4990.5,4990,20,4991,-7
42400,AMETHYSTS,69,10000.0,9996,2,10004,-2
42400,STARFRUIT,69,4993.0,4990,1,4996,-31
42500,AMETHYSTS,69,9998.5,9995,24,10002,-3
42500,STARFRUIT,69,4992.5,4989,24,4996,-24
42600,AMETHYSTS,69,10000.0,9995,26,10005,-26
42600,STARFRUIT,69,4992.5,4989,26,4996,-26
42700,AMETHYSTS,69,10000.0,9995,26,10005,-26
42700,STARFRUIT,69,4992.5,4989,26,4996,-26
42800,AMETHYSTS,69,10000.0,9995,30,10005,-30
42800,STARFRUIT,69,4992.5,4989,30,4996,-30
42900,AMETHYSTS,69,10000.0,9995,25,10005,-25
42900,STARFRUIT,69,4991.5,4988,25,4995,-25
43000,AMETHYSTS,69,10000.0,9995,23,10005,-23
43000,STARFRUIT,69,4993.5,4991,2,4996,-23
43100,AMETHYSTS,69,10000.0,9995,21,10005,-21
43100,STARFRUIT,69,4992.5,4989,21,4996,-21
43200,AMETHYSTS,69,10000.0,9996,1,10004,-1
43200,STARFRUIT,69,4993.0,4990,1,4996,-21
43300,AMETHYSTS,69,10000.0,9996,1,10004,-1
43300,STARFRUIT,69,4991.5,4989,25,4994,-2
43400,AMETHYSTS,69,10000.0,9996,2,10004,-2
43400,STARFRUIT,69,4995.0,4994,4,4996,-24
43500,AMETHYSTS,69,10001.5,9998,7,10005,-23
43500,STARFRUIT,69,4992.5,4990,22,4995,-7
43600,AMETHYSTS,69,9999.0,9996,2,10002,-9
43600,STARFRUIT,69,4993.0,4990,5,4996,-23
43700,AMETHYSTS,69,10000.0,9996,1,10004,-1
43700,STARFRUIT,69,4993.5,4990,24,4997,-24
43800,AMETHYSTS,69,10000.0,9996,2,10004,-2
43800,STARFRUIT,69,4994.0,4991,9,4997,-28
43900,AMETHYSTS,69,10003.0,10002,4,10004,-1
43900,STARFRUIT,69,4994.0,4991,6,4997,-30
44000,AMETHYSTS,69,10000.0,9996,2,10004,-2
44000,STARFRUIT,69,4993.0,4991,2,4995,-3
44100,AMETHYSTS,69,9996.5,9995,24,9998,-1
44100,STARFRUIT,69,4993.5,4990,24,4997,-24
44200,AMETHYSTS,69,10000.0,9995,21,10005,-21
44200,STARFRUIT,69,4994.5,4991,21,4998,-21
44300,AMETHYSTS,69,10000.0,9995,27,10005,-27
44300,STARFRUIT,69,4994.5,4991,27,4998,-27
44400,AMETHYSTS,69,10001.5,9998,7,10005,-28
44400,STARFRUIT,69,4994.5,4991,28,4998,-28
44500,AMETHYSTS,69,10000.0,9995,21,10005,-21
44500,STARFRUIT,69,4996.0,4995,1,4997,-21
44600,AMETHYSTS,69,10000.0,9996,1,10004,-1
44600,STARFRUIT,69,4993.0,4990,1,4996,-24
44700,AMETHYSTS,69,9998.5,9995,29,10002,-10
44700,STARFRUIT,69,4992.5,4989,29,4996,-29
44800,AMETHYSTS,69,9996.5,9995,29,9998,-1
44800,STARFRUIT,69,4992.5,4989,29,4996,-29
44900,AMETHYSTS,69,10000.0,9996,1,10004,-1
44900,STARFRUIT,69,4992.0,4989,2,4995,-26
45000,AMETHYSTS,69,10003.0,10002,1,10004,-2
45000,STARFRUIT,69,4991.5,4988,26,4995,-26
45100,AMETHYSTS,69,10000.0,9996,1,10004,-1
45100,STARFRUIT,69,4990.5,4988,27,4993,-5
45200,AMETHYSTS,69,10000.0,9996,1,10004,-1
45200,STARFRUIT,69,4991.0,4989,1,4993,-6
45300,AMETHYSTS,69,10000.0,9995,22,10005,-22
45300,STARFRUIT,69,4992.0,4989,4,4995,-22
45400,AMETHYSTS,69,9997.0,9996,2,9998,-1
45400,STARFRUIT,69,4990.5,4988,22,4993,-2
45500,AMETHYSTS,69,9998.0,9996,1,10000,-3
45500,STARFRUIT,69,4988.5,4987,25,4990,-3
45600,AMETHYSTS,69,9998.5,9995,26,10002,-5
45600,STARFRUIT,69,4991.0,4988,7,4994,-26
45700,AMETHYSTS,69,10000.0,9995,24,10005,-24
45700,STARFRUIT,69,4989.5,4986,24,4993,-24
45800,AMETHYSTS,69,10000.0,9996,1,10004,-1
45800,STARFRUIT,69,4989.0,4986,27,4992,-1
45900,AMETHYSTS,69,10000.0,9996,1,10004,-1
45900,STARFRUIT,69,4990.0,4987,4,4993,-31
46000,AMETHYSTS,69,10000.0,9996,2,10004,-2
46000,STARFRUIT,69,4989.5,4986,26,4993,-26
46100,AMETHYSTS,69,10001.0,9998,6,10004,-2
46100,STARFRUIT,69,4989.0,4986,25,4992,-2
46200,AMETHYSTS,69,10001.0,9998,2,10004,-1
46200,STARFRUIT,69,4989.5,4986,28,4993,-28
46300,AMETHYSTS,69,10000.0,9996,2,10004,-2
46300,STARFRUIT,69,4989.5,4986,29,4993,-29
46400,AMETHYSTS,69,10000.0,9995,22,10005,-22
46400,STARFRUIT,69,4989.5,4986,22,4993,-22
46500,AMETHYSTS,69,10002.0,10000,6,10004,-1
46500,STARFRUIT,69,4991.0,4989,6,4993,-31
46600,AMETHYSTS,69,10001.0,9998,10,10004,-1
46600,STARFRUIT,69,4990.0,4987,3,4993,-28
46700,AMETHYSTS,69,10000.0,9995,26,10005,-26
46700,STARFRUIT,69,4989.5,4986,26,4993,-26
46800,AMETHYSTS,69,10000.0,9996,1,10004,-1
46800,STARFRUIT,69,4990.0,4987,1,4993,-22
46900,AMETHYSTS,69,10000.0,9996,2,10004,-2
46900,STARFRUIT,69,4992.5,4992,1,4993,-32
47000,AMETHYSTS,69,10000.0,9996,1,10004,-1
47000,STARFRUIT,69,4989.0,4986,21,4992,-1
47100,AMETHYSTS,69,9997.0,9996,2,9998,-1
47100,STARFRUIT,69,4987.0,4986,26,4988,-4
47200,AMETHYSTS,69,10003.0,10002,1,10004,-2
47200,STARFRUIT,69,4990.0,4987,2,4993,-30
47300,AMETHYSTS,69,10003.5,10002,1,10005,-25
